serialanon,fpLILEEflg,AHCIncomeEQ_LILEE,fpfullinc,fuelexpn,FuelCosteqFactor,EqAHCincDeciles_LILEE,elecmop,gasmop,aagph1819,FPGAP_LILEE_UNEQ,fpvuln,fpLILEEqdt,FPEERband,FPEERrating,DWtype,DWage,Ongas,CentralHeating,Mainfueltype,boiler,WallType,tenure4x,Loftins,EPC,SAP12,hhcompx,Ageyng,Ageold,Hhsize,ethhrp2x,Hhsick,Unoc,emphrp3x,ECO_AW,FloorArea,gorehs,HTHG,WHDBroad,FPGAP_LILEE,HousingCosts,fpbasinc,wathcost,spahcost,litecost,cookcost,fpflgb,fpflgf,FullincDeciles
19200007719,0,23407.74648,37539,1389.78,1.07,5,1,1,2155,0,1,4,2,59.91,1,4,1,1,1,5,4,3,2,2,59.91,1,4,3,3,1,1,0,1,4,3,5,0,0,0,4300,38881,62.19,612.36,665.52,49.71,0,0,7
19200007788,0,24468.96552,14192,1078.7,0.82,6,2,2,1161,0,1,4,2,66.35,2,2,1,1,1,5,4,1,2,2,66.35,7,7,6,1,1,2,1,3,3,4,8,0,1,0,0,15365,96.83,492.68,448.88,40.31,0,0,2
19200007839,0,33970.625,60377,1336.54,1.32,8,1,1,548,0,1,3,1,72.26,2,8,1,1,1,4,2,4,2,1,72.26,3,1,4,5,1,2,0,3,4,3,9,0,0,0,6024,55901,175.01,432.42,664.19,64.92,0,0,9
19200007886,0,15546,15546,1359.86,1,3,1,1,1702,0,1,4,2,66.45,3,5,1,1,1,5,1,1,2,2,66.45,2,7,6,2,1,2,0,3,3,4,10,0,0,0,0,17200,124.08,638.33,551.18,46.27,0,0,2
19200007909,0,19881,34561,1743.18,1,4,2,2,876,0,1,4,2,57.16,3,5,1,1,1,4,1,2,3,2,57.16,1,5,4,2,1,1,0,1,3,3,6,1,0,0,7140,36313,226.91,875.41,592.07,48.79,0,0,6
19200007913,0,31452.14286,44033,1365.72,1.21,7,1,1,968,0,0,4,2,58.43,3,5,1,1,1,5,4,1,2,2,58.43,3,2,3,4,1,2,0,1,3,2,4,0,0,0,0,45137,143.17,568.79,597.29,56.47,0,0,8
19200007969,0,19378.20513,18885,902.52,1,4,3,3,351,0,1,3,1,68.5,5,5,1,1,1,5,2,3,2,1,68.5,4,1,2,2,1,2,0,1,4,1,5,0,1,0,3770,15952,110.31,351.85,399.51,40.85,0,0,3
19200007982,0,27325.90673,31326,837.74,1,6,3,3,391,0,1,3,1,81.04,2,7,1,1,1,4,1,3,3,1,76.04,5,5,5,2,1,2,0,3,4,3,5,0,1,0,4000.093266,29346,110.44,435.39,251.06,40.85,0,0,6
19200008017,0,17013.36721,48921,1191.32,1.32,4,1,1,4528,0,0,3,1,81.26,2,8,1,1,1,4,2,1,3,1,81.26,3,2,3,5,1,2,0,1,3,4,9,0,0,0,17956.67167,50847,187.68,301.29,637.43,64.92,0,0,8
19200008023,1,14320,14320,1166.03,1,3,1,1,1007,94.86380423,1,1,2,63.62,1,4,1,1,1,2,1,1,3,2,63.62,2,6,5,2,1,2,0,3,1,3,7,1,1,94.86380423,0,15686,124.12,510.9,486.44,44.57,0,0,2
19200008202,0,32914.22764,92969,2127.34,1.32,7,1,1,4831,0,0,4,2,65.38,4,9,1,1,1,1,2,1,3,2,65.38,3,3,3,5,1,2,0,1,3,5,10,0,0,0,12000,95657,263.42,769.51,1021.52,72.89,0,0,10
19200008243,0,17077.53623,29703,1280.83,1.32,4,2,88,487,0,1,3,1,73.72,5,6,0,1,3,-9,4,3,1,1,73.72,4,1,3,5,2,2,0,1,4,3,8,0,0,0,6136,30795,256.5,220.18,710.18,93.97,0,0,6
19200008290,0,17464.28571,41385,1410.13,1.32,4,3,3,569,0,0,3,1,72.6,3,5,1,1,1,5,1,2,3,1,72.6,4,2,3,5,2,2,0,1,1,4,9,1,0,0,9600,35240,204.18,443.17,700.8,61.98,0,0,8
19200008299,0,32553.44828,25241,829.56,0.82,7,1,1,872,0,1,3,1,73.91,3,9,1,1,1,5,1,2,3,1,73.91,6,5,4,1,1,1,0,1,3,2,4,0,0,0,6360,26311,78.52,350.8,362.69,37.55,0,0,5
19200008315,1,7259.23913,18157,1513.37,1.21,1,3,3,465,229.4536265,1,1,2,61,1,7,1,1,1,4,1,4,3,2,61,1,4,4,4,1,1,0,1,4,3,5,0,1,189.6310963,4800,19361,307.64,513.33,639.8,52.6,0,0,3
19200008427,1,5918.309859,12433,1343.13,1.07,1,2,3,652,134.5703549,1,1,2,63.37,4,5,1,1,1,5,2,3,3,2,63.37,3,3,5,3,1,1,0,3,2,2,5,0,1,125.7666868,4029,13637,133.89,593.21,563.42,52.61,0,1,1
19200008457,0,43993.10345,31516,764.47,0.82,9,1,1,695,0,0,3,1,75.26,5,7,1,1,1,5,1,2,1,1,75.26,6,5,4,1,2,2,0,1,3,2,7,0,0,0,6000,32717,83.4,282.56,360.35,38.16,0,0,6
19200008508,0,48358,48358,998.08,1,9,1,1,4629,0,0,3,1,70.77,2,6,1,1,1,5,2,1,2,1,70.77,1,5,4,2,2,2,0,1,3,2,9,0,0,0,0,50006,122.74,367.09,462.9,45.35,0,0,8
19200008597,0,31053,31053,1312.81,1,7,1,1,1815,0,1,3,1,71.37,4,9,1,1,1,4,1,1,3,1,71.37,2,6,6,2,1,1,1,3,3,5,10,0,0,0,0,33232,81.09,561.51,623.94,46.27,0,0,6
19200008677,0,19200.4902,46969,1325.45,1.32,4,1,1,716,0,0,3,1,75.88,2,7,1,1,1,5,5,2,2,1,75.88,3,2,3,5,1,1,0,1,3,3,7,0,0,0,7800,48059,193.59,298.42,769.64,63.8,0,0,8
19200008854,0,43013,43013,3903.03,1,9,1,1,1334,0,1,4,4,22.86,4,3,1,1,1,1,4,1,2,4,22.86,2,7,6,2,1,1,1,3,3,5,9,0,0,0,0,46029,156.99,2820.19,880.5,45.35,0,0,8
19200008893,0,16648.27586,9656,1081.5,0.82,3,1,1,4621,0,1,4,2,61.93,3,4,1,1,1,5,4,1,3,2,61.93,7,7,6,1,1,1,0,3,3,2,6,0,1,0,0,9698,81.53,598.89,363.11,37.97,1,1,1
19200008910,0,21790.12346,42320,1673.05,1.21,5,3,3,482,0,0,4,2,60.3,3,4,1,1,1,5,4,2,2,2,60.3,3,3,5,4,1,1,0,1,3,4,5,0,0,0,7020,43624,68.66,797.37,754.42,52.6,0,0,8
19200008930,0,11752.71739,25785,1512.51,1.21,2,1,1,429,0,1,2,1,71.34,1,5,1,1,1,5,1,4,3,2,66.92,2,5,5,4,1,1,0,3,4,4,1,0,1,0,4160,22041,76.89,666.43,712.41,56.78,0,0,5
19200008957,0,26373.33333,43444,1244.46,1.07,6,1,1,1855,0,1,3,1,68.99,4,9,1,1,1,4,1,1,3,1,68.99,3,1,3,3,1,2,0,1,3,3,2,0,0,0,11796,45276,159.94,434.99,598.25,51.28,0,0,8
19200009044,0,28065,41265,782.76,1,6,1,1,6500,0,0,3,1,75.21,5,8,1,1,1,4,2,2,3,1,75.21,1,5,2,2,2,2,0,1,3,1,8,0,0,0,13200,42611,144.72,181.52,411.9,44.62,0,0,7
19200009059,0,17622,17622,1161.43,1,4,1,1,2567,0,1,4,2,64,4,7,1,1,1,5,1,1,2,2,64,2,7,6,2,1,1,0,3,3,2,4,0,0,0,0,19176,59.19,533.01,525.37,43.86,0,0,3
19200009078,0,17170.68966,17159,878.28,0.82,4,3,3,688,0,1,4,2,63.47,5,6,1,1,1,5,4,3,1,2,63.47,7,6,5,1,1,1,0,1,2,1,9,0,0,0,3600,18021,91.29,427.16,322.75,37.08,0,0,3
19200009080,1,9156.896552,10351,1496.05,0.82,1,2,88,603,326.9908412,1,1,3,48.99,5,9,0,2,2,-9,2,4,3,3,48.99,6,5,2,1,1,1,0,3,4,1,10,0,1,398.7693186,5040,6500,316.87,749.11,369.38,60.69,1,1,1
19200009102,0,20810.32609,41111,1877.56,1.21,5,1,1,4640,0,0,4,2,63.89,3,4,1,1,1,3,4,1,3,2,63.89,1,5,4,4,2,2,0,1,3,5,6,0,0,0,2820,42700,194.92,827.43,798.1,57.11,0,0,7
19200009105,0,33322,33441,1862.88,1,7,2,88,5882,0,1,4,3,53.37,4,6,0,1,3,4,2,1,3,3,53.38,2,7,6,2,1,1,1,3,3,5,10,0,1,0,0,35430,163.69,871.78,756.61,70.8,0,0,6
19200009109,0,58538,58538,2033.07,1,10,1,1,2926,0,0,4,3,51.2,3,1,1,1,1,1,4,1,2,3,51.2,2,6,5,2,1,2,1,1,3,5,6,0,0,0,0,60386,224.48,1029.6,734.64,44.35,0,0,9
19200009120,0,17114.08451,24302,2347.5,1.07,4,1,1,1823,0,1,4,3,48.46,3,2,1,1,1,5,4,1,2,3,48.46,2,5,5,3,1,2,1,3,3,5,6,0,0,0,0,25778,134.1,1220.72,934.39,58.29,0,0,4
19200009123,1,14517.25568,17745,1376.98,1,3,1,1,2717,132.4371269,1,1,2,63.69,4,7,1,1,1,5,1,1,3,2,63.69,2,7,6,2,1,1,0,3,3,3,9,0,0,132.4371269,3227.744322,18650,108.9,699.12,523.61,45.35,0,0,3
19200009161,1,9833.333333,21330,1491.34,1.21,2,3,3,1680,150.795313,0,1,2,63.44,1,4,1,1,1,5,1,2,3,2,63.44,4,2,3,4,1,2,0,3,1,3,1,1,0,124.6242257,5400,16489,153.45,662.58,619.94,55.37,0,0,4
19200009179,0,78392,78824,2040.23,1,10,1,1,1272,0,1,3,1,69.07,4,9,1,1,1,4,1,1,2,1,69.07,2,6,5,2,1,2,1,3,3,5,7,0,0,0,432,82093,114.13,1121.74,759.79,44.57,0,0,10
19200009204,0,30405.71429,57508,1263.51,1.21,7,1,1,1521,0,1,3,1,69.59,2,9,1,1,1,1,1,1,3,1,69.59,3,1,3,4,2,2,0,1,3,3,9,0,0,0,14940,59318,203.42,360.13,641.56,58.4,0,0,9
19200009235,0,10842,21853,790.23,1,2,3,3,565,0,0,2,1,82.13,5,8,1,1,1,5,1,4,3,1,76.61,1,5,4,2,1,1,0,1,2,2,2,0,1,0,5226,17407,56.17,276.6,414.9,42.56,0,0,4
19200009260,0,6367.241379,12024,457.02,0.82,1,3,3,3559,0,1,2,1,81.59,5,6,1,1,1,5,1,3,2,1,72.75,6,5,4,1,1,1,0,1,2,1,9,0,1,0,4080,13066,81.24,213.04,125.66,37.08,0,0,1
19200009347,0,15773.76238,31863,1739.5,1.32,3,2,2,1255,0,1,3,1,72.64,2,2,1,1,1,5,4,2,3,1,72.64,3,1,4,5,2,2,0,1,3,4,5,1,0,0,0,33104,223.93,504.9,937.56,73.11,0,0,6
19200009351,0,9781.034483,17305,439.64,0.82,2,1,1,731,0,1,2,1,84.72,5,9,1,1,1,5,1,4,1,1,76.64,6,5,4,1,1,1,0,3,2,1,8,0,1,0,8450,9057,75.57,168.37,157.49,38.21,0,0,3
19200009357,0,16373,16373,1377.19,1,3,2,2,1383,0,1,4,2,54.8,4,9,0,1,1,5,3,1,3,2,54.8,2,6,5,2,1,1,0,3,3,2,10,0,0,0,0,17614,203.93,598.65,503.81,70.8,0,0,2
19200009471,0,12926.73267,33912,1826.87,1.32,2,3,3,1879,0,0,2,1,68.54,3,6,1,1,1,5,1,4,3,1,68.54,3,2,3,5,1,2,0,1,4,5,2,0,0,0,7800,30155,252.41,635.65,871.78,67.03,0,0,6
19200009477,0,23920.68966,13874,1148.07,0.82,5,1,1,1475,0,0,4,2,62.19,3,4,1,1,1,5,2,1,3,2,62.19,7,6,5,1,1,2,1,1,3,5,4,0,0,0,0,14978,86.16,582.61,441.75,37.55,0,0,2
19200009482,0,11281.03448,10923,692.79,0.82,2,1,1,482,0,0,2,1,72.09,5,8,1,1,1,5,2,4,3,1,72.09,6,5,4,1,1,2,0,1,4,1,1,0,0,0,4380,11893,78.6,266.8,309.63,37.76,0,0,1
19200009545,0,29748.36957,70037,1990.86,1.21,7,1,1,1334,0,0,4,2,63.31,5,6,0,2,2,-9,2,2,1,2,63.31,1,4,3,4,2,2,0,1,3,3,8,0,0,0,15300,71601,312.92,832.47,747.42,98.05,0,0,10
19200009565,0,20047.88732,35668,1143.75,1.07,4,1,1,1483,0,1,4,2,67.13,3,7,1,1,1,5,1,1,3,2,67.13,1,4,4,3,1,1,0,1,3,2,5,0,0,0,7200,37083,142.38,447.15,504.51,49.71,0,0,7
19200009572,1,6052.197802,19655,1456.6,1.32,1,3,3,483,105.5081515,0,1,2,65.04,3,9,1,1,1,1,2,2,3,2,65.04,3,2,3,5,2,1,0,1,3,3,7,1,0,79.93041782,8640,21046,255.39,467.35,673.58,60.28,0,0,3
19200009590,0,6808.241758,20791,1322.8,1.32,1,3,1,2035,0,1,2,1,71.41,2,3,1,1,1,5,4,2,3,1,71.41,3,1,3,5,2,2,0,1,1,3,6,1,1,0,8400,12511,93.54,381.1,788.6,59.56,1,0,4
19200009606,0,18962.06897,16398,1080.07,0.82,4,1,88,1095,0,0,4,3,52.67,6,2,0,3,2,-9,4,2,1,3,52.67,6,5,3,1,2,2,0,1,3,1,2,0,0,0,5400,17326,285.4,476.7,262.83,55.14,0,0,2
19200009649,1,11105,19805,1151.66,1,2,1,1,1740,76.76185585,1,1,2,64.67,2,3,1,1,1,5,4,2,3,2,64.67,1,5,2,2,1,1,0,1,3,2,5,0,0,76.76185585,8700,21253,62.11,490.04,556.05,43.46,0,0,3
19200009685,0,4231.034483,7134,808.67,0.82,1,3,3,820,0,1,2,1,73.59,5,8,1,1,1,5,2,4,3,1,73.59,6,5,4,1,2,1,0,3,4,2,2,0,1,0,4680,2600,92.3,342.4,337.53,36.44,1,1,1
19200009686,0,12473.75,24758,1231.39,1.32,2,3,3,417,0,1,2,1,76.56,1,6,1,1,1,5,3,4,3,1,71.84,3,1,3,5,1,2,0,3,4,3,2,0,1,0,4800,25930,187.78,405.05,577.65,60.91,0,0,4
19200009701,1,9334.538746,19583,1344.5,1.21,1,3,3,416,17.67483866,1,1,2,67.95,2,4,1,1,1,5,1,3,3,2,67.95,5,1,3,4,1,1,0,1,2,3,4,0,1,14.60730468,4461.047232,20806,170.27,532.92,586.51,54.8,0,0,3
19200009733,1,5717.241379,7124,1007.48,0.82,1,3,3,497,29.04269705,0,1,2,67.05,3,4,1,1,1,5,1,4,3,2,67.05,6,5,4,1,1,2,0,2,4,2,1,0,1,35.41792324,3808,3796,39.2,548.65,382.81,36.82,1,1,1
19200009766,1,9488.028169,28329,1239.21,1.07,2,3,3,521,11.72720371,1,1,2,67.99,2,3,1,1,1,5,4,4,3,2,62.3,3,4,5,3,1,1,0,3,4,2,2,0,0,10.96000347,4056,24273,144.75,542.05,496.44,55.97,0,0,5
19200009769,0,18460,18460,1441.93,1,4,1,1,563,0,1,4,2,57.92,2,4,1,1,1,2,1,1,3,2,57.92,5,5,5,2,1,2,0,3,3,3,9,0,1,0,0,19868,235.8,599.11,561.67,45.35,0,0,3
19200009825,0,61500,61500,1322.74,1,10,1,1,2080,0,1,4,2,62.87,4,8,1,1,1,5,2,1,2,2,62.87,2,6,5,2,1,2,1,1,3,4,10,0,0,0,0,63283,115.92,603.87,556.68,46.27,0,0,9
19200009870,0,8147.826087,25166,1074.95,1.21,1,3,3,1425,0,1,2,1,82.93,1,9,1,1,1,5,1,4,3,1,78.65,1,4,4,4,1,1,0,3,2,4,7,0,1,0,5616,21635,170.49,319.79,530.45,54.22,0,0,5
19200009890,0,41518.05075,46520,1099.1,1,9,1,1,1463,0,0,4,2,67.39,5,2,1,1,1,5,4,1,3,2,67.39,5,5,2,2,1,2,0,1,3,2,1,0,0,0,5001.949251,47668,95.54,492.1,467.36,44.1,0,0,8
19200009892,0,44954,54494,1299.45,1,9,2,2,1278,0,0,4,2,61.7,2,3,1,1,1,3,2,2,2,2,61.7,1,5,3,2,1,1,0,1,3,2,10,0,0,0,9540,55907,142.74,579.05,527.77,49.89,0,0,9
19200009930,0,25286,28598,1701.91,1,6,1,1,2774,0,1,4,3,46.52,2,4,1,1,1,5,4,1,2,3,46.53,2,5,5,2,1,1,0,1,3,3,4,0,0,0,3312,29702,110.68,1042.63,504.74,43.86,0,0,5
19200010007,0,55310,55310,1840.61,1,10,1,1,925,0,1,4,3,50.75,4,4,1,1,1,4,2,1,2,3,50.75,2,7,6,2,1,1,1,3,3,5,7,0,0,0,0,58257,81.86,898.76,809.48,50.51,0,0,9
19200010071,0,34940,39140,1230.11,1,8,3,3,4232,0,0,4,2,64.34,2,2,1,1,1,5,4,2,3,2,64.34,1,5,3,2,2,2,0,1,3,3,1,0,0,0,4200,40571,115.95,530.28,540.88,43,0,0,7
19200010085,0,5848.591549,21100,1245.86,1.07,1,1,1,458,0,1,2,1,74.61,1,8,1,1,1,5,1,4,3,1,74.61,1,4,4,3,1,1,0,3,2,3,1,0,1,0,8232,18407,54.76,395.85,744.81,50.44,0,0,4
19200010103,0,84180.98592,100000,1910.3,1.07,10,1,88,1320,0,1,4,2,55.7,4,2,0,1,3,4,3,1,3,2,55.7,2,4,5,3,1,1,1,1,3,5,7,0,0,0,0,100000,204.19,806.85,825.96,73.3,0,0,10
19200010136,0,30696.66667,44036,1408.93,1.07,7,1,1,2961,0,0,4,2,66.91,3,7,1,1,1,5,2,1,3,2,66.91,3,2,3,3,2,2,0,1,3,4,5,0,0,0,7200,45557,132.7,553.45,673.07,49.71,0,0,8
19200010155,0,42361.8425,61064,2028.05,1.21,9,1,1,668,0,0,4,2,57.6,3,6,1,1,1,4,2,2,2,2,57.61,3,2,3,4,1,2,0,1,3,5,10,0,0,0,1757.4205,62511,156.44,874.65,937.38,59.58,0,0,9
19200010176,0,42381.48148,75078,1279.43,1.21,9,3,3,719,0,0,3,1,70.09,1,9,1,1,1,1,1,4,2,1,70.09,3,3,3,4,1,2,0,1,4,3,10,0,0,0,6420,76846,201.02,399.04,622.3,57.07,0,0,10
19200010200,1,13452.7804,35972,1461.34,1.32,2,2,2,417,213.0177907,0,1,2,60.73,5,5,1,1,1,5,1,3,2,2,60.73,3,2,4,5,2,2,0,1,4,2,8,0,0,161.3771142,8528.32799,32297,210.42,538.37,645.17,67.38,0,0,7
19200010259,0,56744,66644,1253.07,1,10,1,1,1444,0,0,4,2,68.36,2,3,1,1,1,5,4,2,2,2,68.36,5,4,4,2,1,2,0,1,3,3,10,0,0,0,9900,68199,55.18,545.22,606.4,46.27,0,0,10
19200010293,0,37497,40917,805.45,1,8,3,3,1377,0,1,3,1,75.5,5,6,1,1,1,5,1,3,3,1,75.5,1,5,5,2,1,2,0,1,4,1,7,0,0,0,3420,42109,104.18,267.79,391.36,42.12,0,0,7
19200010330,0,38091,38091,1862.87,1,8,1,1,2443,0,1,4,2,63.04,3,1,1,1,1,4,4,1,2,2,63.04,2,7,6,2,1,2,1,3,3,5,9,0,0,0,0,40742,113.9,920.6,783.02,45.35,0,0,7
19200010344,0,15357.27908,27352,1245.97,1,3,1,1,3592,0,0,4,2,65.8,4,8,1,1,1,1,1,1,2,2,65.8,1,5,4,2,1,2,1,3,3,4,7,0,0,0,11994.72092,28954,98.26,421.71,681.43,44.57,0,0,5
19200010345,0,47748.79261,32302,1040.46,0.82,9,1,1,574,0,0,3,1,68.64,3,9,1,1,1,5,1,3,3,1,68.64,6,5,4,1,1,2,1,1,4,4,1,0,0,0,4607.700288,33306,86.59,480.08,436.03,37.76,0,0,6
19200010385,0,61459.16667,94151,1014.54,1.07,10,1,1,2829,0,1,3,1,76.98,3,9,1,1,1,4,1,2,3,1,76.98,3,1,3,3,1,2,0,1,3,3,7,0,0,0,20400,96298,118.9,252.99,591.67,50.98,0,0,10
19200010457,0,19511.16756,19769,1208.14,1,4,3,2,2224,0,1,4,2,60.24,6,3,1,1,1,5,2,1,1,2,60.24,5,5,5,2,1,1,0,1,3,2,10,1,0,0,257.8324356,21316,60.51,572.73,530.14,44.76,0,0,3
19200010463,0,16561.35703,13019,827.51,0.82,3,1,1,846,0,1,3,1,69.1,3,5,1,1,1,5,1,3,2,2,62.91,7,7,6,1,1,2,0,3,4,2,4,0,1,0,3413.41292,9606,76.66,512.17,201.13,37.55,0,0,2
19200010588,0,18317,22633,1482.52,1,4,3,3,1352,0,1,4,2,55.3,3,6,1,1,1,5,2,3,3,2,55.3,5,5,6,2,1,1,1,3,4,4,1,0,1,0,4316,21025,116.58,800.46,522.48,43,0,0,4
19200010592,0,16370.51282,17865,873.62,1,3,3,3,572,0,1,3,1,76.66,2,9,1,1,1,5,1,4,2,1,71.18,4,2,3,2,1,1,0,2,2,2,4,0,1,0,5096,13660,117.42,373.08,340.56,42.56,0,0,3
19200010605,0,21465,21465,1568.26,1,5,1,1,3634,0,1,4,2,56.89,2,4,1,1,1,5,4,1,2,2,56.89,1,5,4,2,1,1,0,3,3,3,10,0,0,0,0,22826,59.25,832.59,630.15,46.27,0,0,4
19200010630,0,38061,38061,1446.8,1,8,1,1,1441,0,1,4,2,64.02,4,7,1,1,1,4,1,1,2,2,64.02,2,7,6,2,1,2,1,3,3,5,2,0,0,0,0,40600,208.03,579.59,614.35,44.83,0,0,7
19200010637,0,14682.75862,16092,992.3,0.82,3,3,88,839,0,1,2,1,68.56,5,7,0,2,2,-9,2,4,3,1,68.56,6,5,3,1,1,1,0,3,2,1,10,0,1,0,4524,11568,180.42,422.99,326.79,62.1,0,0,2
19200010643,0,9424.032667,16056,946.4,1.07,2,3,3,561,0,1,2,1,75.74,5,6,1,1,1,5,1,3,1,1,75.74,3,1,2,3,1,2,0,1,2,2,4,0,0,0,4747.1608,17279,145.56,251.45,500.71,48.68,0,0,2
19200010723,0,25667.24138,14887,857.27,0.82,6,1,1,7659,0,1,4,2,65.43,3,4,1,1,1,5,2,1,2,2,60.18,7,6,5,1,1,2,1,1,3,3,4,0,1,0,0,15715,77.74,497.51,244.47,37.55,0,0,2
19200010737,0,22046.66667,33056,1345,1.07,5,1,1,1140,0,0,3,1,71.41,3,4,1,1,1,5,1,1,3,1,71.41,3,2,3,3,1,2,1,1,3,5,7,0,0,0,6600,34314,134.26,434.04,725.72,50.98,0,0,6
19200010742,1,6382.758621,10794,1097.81,0.82,1,1,1,1498,144.6882008,0,1,2,56.07,1,4,1,1,1,1,4,1,2,2,56.07,7,6,5,1,1,2,1,1,3,3,4,1,0,176.4490253,7092,11711,80.57,537.59,442.1,37.55,0,1,1
19200010752,0,16748.67849,13803,797.63,0.82,3,1,1,633,0,1,3,1,72.64,2,5,1,1,1,5,1,4,3,1,72.64,7,7,6,1,1,1,0,3,4,2,1,0,1,0,4088.766474,14800,84.24,335.96,339.67,37.76,0,0,2
19200010787,1,15586.2069,12368,1268.23,0.82,3,3,88,1433,39.00932276,1,1,2,57.05,5,5,0,2,2,-9,2,3,1,3,50.08,7,6,5,1,1,2,0,3,4,1,4,0,1,47.57234483,3328,9040,273.59,751.75,183.27,59.62,1,1,1
19200010807,0,23404.28571,39186,1594.27,1.21,5,1,1,1492,0,1,4,3,48.47,3,5,1,1,1,5,1,1,2,3,48.47,3,1,3,4,1,2,0,1,3,2,4,0,0,0,6420,40658,134.16,809.92,593.72,56.47,0,0,7
19200010814,0,24634.50704,34981,819.35,1.07,6,1,1,5577,0,1,3,1,82.79,5,9,1,1,1,5,1,1,1,1,82.79,2,4,5,3,1,2,0,1,3,2,4,0,0,0,0,36269,116.74,145.16,507.28,50.17,0,0,6
19200010892,0,50908.62069,29527,1248.3,0.82,9,1,1,5545,0,1,4,3,51.65,4,8,1,1,1,5,4,1,2,3,51.65,7,7,6,1,1,1,1,3,3,3,10,0,0,0,0,30419,87.21,694.81,426.66,39.62,0,0,5
19200010974,0,47612.14286,77817,1605.15,1.21,9,1,1,1625,0,1,4,3,53.55,4,5,1,1,1,1,2,1,2,3,53.55,3,1,3,4,2,2,0,1,3,3,9,0,0,0,11160,79699,195.64,691.17,659.94,58.4,0,0,10
19200011009,0,20868.96552,17140,630.95,0.82,5,1,1,602,0,1,3,1,81.06,5,7,1,1,1,5,1,4,1,1,75.93,7,7,6,1,2,1,1,3,4,3,9,0,1,0,2288,14852,89.91,250.07,252.14,38.83,0,0,3
19200011087,0,31501,38740,1060.33,1,7,3,3,598,0,1,4,2,67.64,3,8,1,1,1,5,2,3,3,2,67.64,5,5,6,2,1,1,0,3,4,2,5,0,1,0,4056,34684,56.23,451.82,511.43,40.85,0,0,7
19200011141,0,1717.391304,21160,1588.66,1.21,1,1,1,853,0,0,2,1,69.5,2,2,1,1,1,4,2,2,3,1,69.5,5,4,1,4,2,2,0,3,3,4,9,0,1,0,18000,21160,242.95,418.36,868.95,58.4,0,0,4
19200011240,0,17026.21893,23269,736.11,1,4,1,1,1079,0,1,3,1,80.2,5,9,1,1,1,5,2,3,1,1,80.2,2,6,6,2,2,1,0,3,2,1,8,0,0,0,4906.781073,21837,123.22,130.51,437.76,44.62,0,0,4
19200011307,0,18334,18334,1965.41,1,4,1,1,2221,0,1,4,3,52,4,3,1,1,1,4,2,1,2,3,52,2,6,6,2,1,2,1,3,3,5,9,0,0,0,0,20058,125.44,1063.64,730.98,45.35,0,1,3
19200011312,0,48173,57773,820.94,1,9,1,1,607,0,0,3,1,74.83,5,9,1,1,1,5,1,2,1,1,74.83,1,5,3,2,1,2,0,1,3,1,9,0,0,0,9600,59446,111.25,200.85,463.49,45.35,0,0,9
19200011313,0,12241.37931,11520,818.96,0.82,2,3,3,587,0,0,2,1,73.6,2,3,1,1,1,4,1,4,3,1,73.6,6,5,2,1,1,2,1,2,4,3,7,0,1,0,4420,7670,113.32,308.56,361.02,36.06,1,0,1
19200011371,0,11669.16667,21023,936.16,1.07,2,1,1,686,0,0,2,1,77.97,5,9,1,1,1,5,2,4,1,1,77.97,4,2,3,3,1,1,0,1,4,2,8,0,1,0,7020,15016,145.53,206.09,533.5,51.04,0,0,4
19200011373,1,0,17838,1208.84,1,1,2,2,1263,4.464694439,0,1,2,68.3,5,5,1,1,1,5,4,2,1,2,68.3,5,4,1,2,1,2,0,3,3,3,8,0,1,4.464694439,24000,17838,133.26,501.13,527.37,47.08,0,0,3
19200011410,0,12354.01786,35353,1444.51,1.32,2,1,3,1000,0,1,2,1,76.91,2,9,1,1,1,4,1,4,3,1,76.91,3,2,3,5,1,1,0,1,4,4,7,0,0,0,7680,37110,131.94,377.71,863.58,71.28,0,0,7
19200011437,1,14786.2069,14876,994.6,0.82,3,1,1,2160,82.4834538,1,1,2,63.49,3,4,1,1,1,5,2,2,3,2,63.49,7,6,5,1,1,2,0,3,3,2,6,0,0,100.5895778,6300,15935,85.89,511.6,359.14,37.97,0,0,2
19200011463,0,22620.68966,13120,870.59,0.82,5,1,1,2079,0,1,3,1,71.56,3,8,1,1,1,5,1,1,2,1,71.56,7,6,5,1,1,2,0,3,3,2,2,0,1,0,0,13120,83.23,374.4,374.57,38.39,0,0,2
19200011506,0,18215.51724,14315,586.8,0.82,4,1,1,511,0,1,3,1,84.14,5,7,1,1,1,5,1,3,3,1,77.97,7,7,6,1,1,1,0,3,4,2,4,0,1,0,3750,14132,46.37,244.53,258.35,37.55,0,0,2
19200011556,0,39034.48276,22640,1181.41,0.82,8,1,1,3424,0,1,4,2,61.41,3,5,1,1,1,5,4,1,2,2,61.41,7,7,6,1,1,2,1,3,3,4,2,0,0,0,0,23845,52.8,604,486.22,38.39,0,0,4
19200011581,0,15922,22762,994.04,1,3,1,1,2839,0,0,3,1,74.35,2,9,1,1,1,5,5,1,3,1,74.35,1,5,3,2,1,2,0,1,3,2,7,0,0,0,6840,24020,52.39,319.37,577.71,44.57,0,0,4
19200011666,0,23513,28899,851.09,1,5,1,1,468,0,1,3,1,76.16,5,7,1,1,3,-9,1,4,1,1,69.47,2,5,5,2,2,1,0,3,4,1,2,0,1,0,4500,24399,109.13,315.16,362.47,64.33,0,0,5
